交易日期,策略总资产,策略涨跌幅,策略累计收益率,策略仓位比例,基准总资产,基准涨跌幅,基准累计收益率,调仓周期,选股数量
2019-01-02,993791.5900,-0.0062,0.9938,0.9821,2465.2900,-0.0115,0.9885,20,30
2019-01-03,988919.5900,-0.0049,0.9889,0.9820,2464.3600,-0.0004,0.9882,20,30
2019-01-04,1013724.5900,0.0251,1.0137,0.9824,2514.8700,0.0205,1.0084,20,30
2019-01-07,1038272.5900,0.0242,1.0383,0.9828,2533.0900,0.0072,1.0157,20,30
2019-01-08,1041064.5900,0.0027,1.0411,0.9829,2526.4600,-0.0026,1.0131,20,30
2019-01-09,1039703.5900,-0.0013,1.0397,0.9828,2544.3400,0.0071,1.0202,20,30
2019-01-10,1032981.5900,-0.0065,1.0330,0.9827,2535.1000,-0.0036,1.0165,20,30
2019-01-11,1043134.5900,0.0098,1.0431,0.9829,2553.8300,0.0074,1.0240,20,30
2019-01-14,1044131.5900,0.0010,1.0441,0.9829,2535.7700,-0.0071,1.0168,20,30
2019-01-15,1055081.5900,0.0105,1.0551,0.9831,2570.3400,0.0136,1.0307,20,30
2019-01-16,1052879.5900,-0.0021,1.0529,0.9831,2570.4200,0.0000,1.0307,20,30
2019-01-17,1036010.5900,-0.0160,1.0360,0.9828,2559.6400,-0.0042,1.0264,20,30
2019-01-18,1040667.5900,0.0045,1.0407,0.9829,2596.0100,0.0142,1.0409,20,30
2019-01-21,1041092.5900,0.0004,1.0411,0.9829,2610.5100,0.0056,1.0468,20,30
2019-01-22,1039644.5900,-0.0014,1.0396,0.9828,2579.7000,-0.0118,1.0344,20,30
2019-01-23,1043338.5900,0.0036,1.0433,0.9829,2581.0000,0.0005,1.0349,20,30
2019-01-24,1050361.5900,0.0067,1.0504,0.9830,2591.6900,0.0041,1.0392,20,30
2019-01-25,1048368.5900,-0.0019,1.0484,0.9830,2601.7200,0.0039,1.0432,20,30
2019-01-28,1045964.5900,-0.0023,1.0460,0.9829,2596.9800,-0.0018,1.0413,20,30
2019-01-29,1026657.5900,-0.0185,1.0267,0.9826,2594.2500,-0.0011,1.0402,20,30
2019-01-30,1014327.3770,-0.0120,1.0143,0.9562,2575.5800,-0.0072,1.0328,20,30
2019-01-31,990018.3770,-0.0240,0.9900,0.9551,2584.5700,0.0035,1.0364,20,30
2019-02-01,1011509.3770,0.0217,1.0115,0.9561,2618.2300,0.0130,1.0499,20,30
2019-02-11,1036160.3770,0.0244,1.0362,0.9571,2653.9000,0.0136,1.0642,20,30
2019-02-12,1046566.3770,0.0100,1.0466,0.9576,2671.8900,0.0068,1.0714,20,30
2019-02-13,1062258.3770,0.0150,1.0623,0.9582,2721.0700,0.0184,1.0911,20,30
2019-02-14,1073197.3770,0.0103,1.0732,0.9586,2719.7000,-0.0005,1.0905,20,30
2019-02-15,1078515.3770,0.0050,1.0785,0.9588,2682.3900,-0.0137,1.0756,20,30
2019-02-18,1113119.3770,0.0321,1.1131,0.9601,2754.3600,0.0268,1.1044,20,30
2019-02-19,1115761.3770,0.0024,1.1158,0.9602,2755.6500,0.0005,1.1050,20,30
2019-02-20,1125697.3770,0.0089,1.1257,0.9606,2761.2200,0.0020,1.1072,20,30
2019-02-21,1125923.3770,0.0002,1.1259,0.9606,2751.8000,-0.0034,1.1034,20,30
2019-02-22,1134499.3770,0.0076,1.1345,0.9609,2804.2300,0.0191,1.1244,20,30
2019-02-25,1179648.3770,0.0398,1.1796,0.9624,2961.2800,0.0560,1.1874,20,30
2019-02-26,1177817.3770,-0.0016,1.1778,0.9623,2941.5200,-0.0067,1.1795,20,30
2019-02-27,1177543.3770,-0.0002,1.1775,0.9623,2953.8200,0.0042,1.1844,20,30
2019-02-28,1180093.3770,0.0022,1.1801,0.9624,2940.9500,-0.0044,1.1793,20,30
2019-03-01,1186213.3770,0.0052,1.1862,0.9626,2994.0000,0.0180,1.2005,20,30
2019-03-04,1201656.3770,0.0130,1.2017,0.9630,3027.5800,0.0112,1.2140,20,30
2019-03-05,1233475.3770,0.0265,1.2335,0.9640,3054.2500,0.0088,1.2247,20,30
2019-03-06,1244658.6900,0.0091,1.2447,0.8005,3102.1000,0.0157,1.2439,20,30
2019-03-07,1260491.6900,0.0127,1.2605,0.8030,3106.4200,0.0014,1.2456,20,30
2019-03-08,1213078.6900,-0.0376,1.2131,0.7953,2969.8600,-0.0440,1.1908,20,30
2019-03-11,1251817.6900,0.0319,1.2518,0.8016,3026.9900,0.0192,1.2138,20,30
2019-03-12,1265958.6900,0.0113,1.2660,0.8038,3060.3100,0.0110,1.2271,20,30
2019-03-13,1253368.6900,-0.0099,1.2534,0.8019,3026.9500,-0.0109,1.2137,20,30
2019-03-14,1223597.6900,-0.0238,1.2236,0.7970,2990.6900,-0.0120,1.1992,20,30
2019-03-15,1241266.6900,0.0144,1.2413,0.7999,3021.7500,0.0104,1.2117,20,30
2019-03-18,1258710.6900,0.0141,1.2587,0.8027,3096.4200,0.0247,1.2416,20,30
2019-03-19,1267661.6900,0.0071,1.2677,0.8041,3090.9800,-0.0018,1.2394,20,30
2019-03-20,1280356.6900,0.0100,1.2804,0.8060,3090.6400,-0.0001,1.2393,20,30
2019-03-21,1280671.6900,0.0002,1.2807,0.8061,3101.4600,0.0035,1.2436,20,30
2019-03-22,1284217.6900,0.0028,1.2842,0.8066,3104.1500,0.0009,1.2447,20,30
2019-03-25,1274011.6900,-0.0079,1.2740,0.8051,3043.0300,-0.0197,1.2202,20,30
2019-03-26,1252132.6900,-0.0172,1.2521,0.8017,2997.1000,-0.0151,1.2018,20,30
2019-03-27,1263307.6900,0.0089,1.2633,0.8034,3022.7200,0.0085,1.2120,20,30
2019-03-28,1246274.6900,-0.0135,1.2463,0.8007,2994.9400,-0.0092,1.2009,20,30
2019-03-29,1262524.6900,0.0130,1.2625,0.8033,3090.7600,0.0320,1.2393,20,30
2019-04-01,1293010.6900,0.0241,1.2930,0.8079,3170.3600,0.0258,1.2712,20,30
2019-04-02,1294097.6900,0.0008,1.2941,0.8081,3176.8200,0.0020,1.2738,20,30
2019-04-03,1297063.7760,0.0023,1.2971,0.7582,3216.3000,0.0124,1.2897,20,30
2019-04-04,1301500.7760,0.0034,1.3015,0.7590,3246.5700,0.0094,1.3018,20,30
2019-04-08,1298457.7760,-0.0023,1.2985,0.7584,3244.8100,-0.0005,1.3011,20,30
2019-04-09,1302113.7760,0.0028,1.3021,0.7591,3239.6600,-0.0016,1.2990,20,30
2019-04-10,1305027.7760,0.0022,1.3050,0.7597,3241.9300,0.0007,1.2999,20,30
2019-04-11,1282548.7760,-0.0172,1.2825,0.7554,3189.9600,-0.0160,1.2791,20,30
2019-04-12,1277729.7760,-0.0038,1.2777,0.7545,3188.6300,-0.0004,1.2786,20,30
2019-04-15,1269026.7760,-0.0068,1.2690,0.7528,3177.7900,-0.0034,1.2742,20,30
2019-04-16,1288995.7760,0.0157,1.2890,0.7567,3253.6000,0.0239,1.3046,20,30
2019-04-17,1307045.7760,0.0140,1.3070,0.7600,3263.1200,0.0029,1.3084,20,30
2019-04-18,1307046.7760,0.0000,1.3070,0.7600,3250.2000,-0.0040,1.3033,20,30
2019-04-19,1309463.7760,0.0018,1.3095,0.7605,3270.8000,0.0063,1.3115,20,30
2019-04-22,1299839.7760,-0.0073,1.2998,0.7587,3215.0400,-0.0170,1.2892,20,30
2019-04-23,1280042.7760,-0.0152,1.2800,0.7550,3198.5900,-0.0051,1.2826,20,30
2019-04-24,1286100.7760,0.0047,1.2861,0.7561,3201.6100,0.0009,1.2838,20,30
2019-04-25,1251341.7760,-0.0270,1.2513,0.7493,3123.8300,-0.0243,1.2526,20,30
2019-04-26,1256004.7760,0.0037,1.2560,0.7503,3086.4000,-0.0120,1.2376,20,30
2019-04-29,1218637.7760,-0.0298,1.2186,0.7426,3062.5000,-0.0077,1.2280,20,30
2019-04-30,1227062.7760,0.0069,1.2271,0.7444,3078.3400,0.0052,1.2343,20,30
2019-05-06,1156851.7760,-0.0572,1.1569,0.7289,2906.4600,-0.0558,1.1654,20,30
2019-05-07,1165906.2620,0.0078,1.1659,0.8519,2926.3900,0.0069,1.1734,20,30
2019-05-08,1167172.2620,0.0011,1.1672,0.8521,2893.7600,-0.0112,1.1603,20,30
2019-05-09,1159896.2620,-0.0062,1.1599,0.8512,2850.9500,-0.0148,1.1432,20,30
2019-05-10,1194529.2620,0.0299,1.1945,0.8555,2939.2100,0.0310,1.1786,20,30
2019-05-13,1195162.2620,0.0005,1.1952,0.8556,2903.7100,-0.0121,1.1643,20,30
2019-05-14,1187644.2620,-0.0063,1.1876,0.8546,2883.6100,-0.0069,1.1563,20,30
2019-05-15,1202690.2620,0.0127,1.2027,0.8565,2938.6800,0.0191,1.1783,20,30
2019-05-16,1205153.2620,0.0020,1.2052,0.8568,2955.7100,0.0058,1.1852,20,30
2019-05-17,1163554.2620,-0.0345,1.1636,0.8516,2882.3000,-0.0248,1.1557,20,30
2019-05-20,1163258.2620,-0.0003,1.1633,0.8516,2870.6000,-0.0041,1.1510,20,30
2019-05-21,1176042.2620,0.0110,1.1760,0.8532,2905.9700,0.0123,1.1652,20,30
2019-05-22,1152049.2620,-0.0204,1.1520,0.8502,2891.7000,-0.0049,1.1595,20,30
2019-05-23,1130638.2620,-0.0186,1.1306,0.8473,2852.5200,-0.0135,1.1438,20,30
2019-05-24,1128215.2620,-0.0021,1.1282,0.8470,2852.9900,0.0002,1.1440,20,30
2019-05-27,1144204.2620,0.0142,1.1442,0.8491,2892.3800,0.0138,1.1598,20,30
2019-05-28,1149170.2620,0.0043,1.1492,0.8498,2909.9100,0.0061,1.1668,20,30
2019-05-29,1147010.2620,-0.0019,1.1470,0.8495,2914.7000,0.0016,1.1687,20,30
2019-05-30,1138742.2620,-0.0072,1.1387,0.8484,2905.8100,-0.0031,1.1652,20,30
2019-05-31,1140039.2620,0.0011,1.1400,0.8486,2898.7000,-0.0024,1.1623,20,30
2019-06-03,1130551.2620,-0.0083,1.1306,0.8473,2890.0800,-0.0030,1.1589,20,30
2019-06-04,1109776.6940,-0.0184,1.1098,0.8691,2862.2800,-0.0096,1.1477,20,30
2019-06-05,1114982.6940,0.0047,1.1150,0.8698,2861.4200,-0.0003,1.1474,20,30
2019-06-06,1098806.6940,-0.0145,1.0988,0.8678,2827.8000,-0.0117,1.1339,20,30
2019-06-10,1107344.6940,0.0078,1.1073,0.8689,2852.1300,0.0086,1.1436,20,30
2019-06-11,1137871.6940,0.0276,1.1379,0.8724,2925.7200,0.0258,1.1732,20,30
2019-06-12,1140797.6940,0.0026,1.1408,0.8727,2909.3800,-0.0056,1.1666,20,30
2019-06-13,1147048.6940,0.0055,1.1470,0.8734,2910.7400,0.0005,1.1671,20,30
2019-06-14,1120283.6940,-0.0233,1.1203,0.8704,2881.9700,-0.0099,1.1556,20,30
2019-06-17,1122911.6940,0.0023,1.1229,0.8707,2887.6200,0.0020,1.1579,20,30
2019-06-18,1119872.6940,-0.0027,1.1199,0.8703,2890.1600,0.0009,1.1589,20,30
2019-06-19,1115503.6940,-0.0039,1.1155,0.8698,2917.8000,0.0096,1.1700,20,30
2019-06-20,1127837.6940,0.0111,1.1278,0.8712,2987.1200,0.0238,1.1978,20,30
2019-06-21,1145074.6940,0.0153,1.1451,0.8732,3001.9800,0.0050,1.2037,20,30
2019-06-24,1135360.6940,-0.0085,1.1354,0.8721,3008.1500,0.0021,1.2062,20,30
2019-06-25,1123117.6940,-0.0108,1.1231,0.8707,2982.0700,-0.0087,1.1957,20,30
2019-06-26,1126882.6940,0.0034,1.1269,0.8711,2976.2800,-0.0019,1.1934,20,30
2019-06-27,1131344.6940,0.0040,1.1313,0.8716,2996.7900,0.0069,1.2016,20,30
2019-06-28,1117869.6940,-0.0119,1.1179,0.8701,2978.8800,-0.0060,1.1945,20,30
2019-07-01,1142894.6940,0.0224,1.1429,0.8729,3044.9000,0.0222,1.2209,20,30
2019-07-02,1140099.6940,-0.0024,1.1401,0.8726,3043.9400,-0.0003,1.2206,20,30
2019-07-03,1112559.0540,-0.0242,1.1126,0.8764,3015.2600,-0.0094,1.2091,20,30
2019-07-04,1105543.0540,-0.0063,1.1055,0.8756,3005.2500,-0.0033,1.2050,20,30
2019-07-05,1110279.0540,0.0043,1.1103,0.8761,3011.0600,0.0019,1.2074,20,30
2019-07-08,1079577.0540,-0.0277,1.0796,0.8726,2933.3600,-0.0258,1.1762,20,30
2019-07-09,1084924.0540,0.0050,1.0849,0.8732,2928.2300,-0.0017,1.1742,20,30
2019-07-10,1077080.0540,-0.0072,1.0771,0.8723,2915.3000,-0.0044,1.1690,20,30
2019-07-11,1080003.0540,0.0027,1.0800,0.8727,2917.7600,0.0008,1.1700,20,30
2019-07-12,1085848.0540,0.0054,1.0858,0.8733,2930.5500,0.0044,1.1751,20,30
2019-07-15,1090436.0540,0.0042,1.0904,0.8739,2942.1900,0.0040,1.1798,20,30
2019-07-16,1091873.0540,0.0013,1.0919,0.8740,2937.6200,-0.0016,1.1779,20,30
2019-07-17,1089148.0540,-0.0025,1.0891,0.8737,2931.6900,-0.0020,1.1755,20,30
2019-07-18,1076851.0540,-0.0113,1.0769,0.8723,2901.1800,-0.0104,1.1633,20,30
2019-07-19,1082132.0540,0.0049,1.0821,0.8729,2924.2000,0.0079,1.1725,20,30
2019-07-22,1056348.0540,-0.0238,1.0563,0.8698,2886.9700,-0.0127,1.1576,20,30
2019-07-23,1069732.0540,0.0127,1.0697,0.8714,2899.9400,0.0045,1.1628,20,30
2019-07-24,1081552.0540,0.0110,1.0816,0.8728,2923.2800,0.0080,1.1722,20,30
2019-07-25,1089158.0540,0.0070,1.0892,0.8737,2937.3600,0.0048,1.1778,20,30
2019-07-26,1087727.0540,-0.0013,1.0877,0.8736,2944.5400,0.0024,1.1807,20,30
2019-07-29,1086762.0540,-0.0009,1.0868,0.8734,2941.0100,-0.0012,1.1793,20,30
2019-07-30,1090231.0540,0.0032,1.0902,0.8738,2952.3400,0.0039,1.1838,20,30
2019-07-31,1076205.9720,-0.0129,1.0762,0.9020,2932.5100,-0.0067,1.1759,20,30
2019-08-01,1075337.9720,-0.0008,1.0753,0.9019,2908.7700,-0.0081,1.1664,20,30
2019-08-02,1056540.9720,-0.0175,1.0565,0.9002,2867.8400,-0.0141,1.1499,20,30
2019-08-05,1048391.9720,-0.0077,1.0484,0.8994,2821.5000,-0.0162,1.1314,20,30
2019-08-06,1019120.9720,-0.0279,1.0191,0.8965,2777.5600,-0.0156,1.1137,20,30
2019-08-07,1018570.9720,-0.0005,1.0186,0.8965,2768.6800,-0.0032,1.1102,20,30
2019-08-08,1023478.9720,0.0048,1.0235,0.8970,2794.5500,0.0093,1.1206,20,30
2019-08-09,1014071.9720,-0.0092,1.0141,0.8960,2774.7500,-0.0071,1.1126,20,30
2019-08-12,1026530.9720,0.0123,1.0265,0.8973,2814.9900,0.0145,1.1288,20,30
2019-08-13,1023507.9720,-0.0029,1.0235,0.8970,2797.2600,-0.0063,1.1216,20,30
2019-08-14,1031204.9720,0.0075,1.0312,0.8977,2808.9100,0.0042,1.1263,20,30
2019-08-15,1032262.9720,0.0010,1.0323,0.8978,2815.8000,0.0025,1.1291,20,30
2019-08-16,1037827.9720,0.0054,1.0378,0.8984,2823.8200,0.0028,1.1323,20,30
2019-08-19,1060164.9720,0.0215,1.0602,0.9005,2883.1000,0.0210,1.1561,20,30
2019-08-20,1058562.9720,-0.0015,1.0586,0.9004,2880.0000,-0.0011,1.1548,20,30
2019-08-21,1058278.9720,-0.0003,1.0583,0.9004,2880.3300,0.0001,1.1550,20,30
2019-08-22,1067826.9720,0.0090,1.0678,0.9012,2883.4400,0.0011,1.1562,20,30
2019-08-23,1063890.9720,-0.0037,1.0639,0.9009,2897.4300,0.0049,1.1618,20,30
2019-08-26,1053554.9720,-0.0097,1.0536,0.8999,2863.5700,-0.0117,1.1482,20,30
2019-08-27,1068730.9720,0.0144,1.0687,0.9013,2902.1900,0.0135,1.1637,20,30
2019-08-28,1063935.4450,-0.0045,1.0639,0.9268,2893.7600,-0.0029,1.1603,20,30
2019-08-29,1061858.4450,-0.0020,1.0619,0.9267,2890.9200,-0.0010,1.1592,20,30
2019-08-30,1050882.4450,-0.0103,1.0509,0.9259,2886.2400,-0.0016,1.1573,20,30
2019-09-02,1070544.4450,0.0187,1.0705,0.9273,2924.1100,0.0131,1.1725,20,30
2019-09-03,1078165.4450,0.0071,1.0782,0.9278,2930.1500,0.0021,1.1749,20,30
2019-09-04,1086904.4450,0.0081,1.0869,0.9284,2957.4100,0.0093,1.1859,20,30
2019-09-05,1090485.4450,0.0033,1.0905,0.9286,2985.8600,0.0096,1.1973,20,30
2019-09-06,1092890.4450,0.0022,1.0929,0.9287,2999.6000,0.0046,1.2028,20,30
2019-09-09,1107979.4450,0.0138,1.1080,0.9297,3024.7400,0.0084,1.2129,20,30
2019-09-10,1109410.4450,0.0013,1.1094,0.9298,3021.2000,-0.0012,1.2114,20,30
2019-09-11,1107413.4450,-0.0018,1.1074,0.9297,3008.8100,-0.0041,1.2065,20,30
2019-09-12,1115538.4450,0.0073,1.1155,0.9302,3031.2400,0.0075,1.2155,20,30
2019-09-16,1114660.4450,-0.0008,1.1147,0.9301,3030.7500,-0.0002,1.2153,20,30
2019-09-17,1091830.4450,-0.0205,1.0918,0.9287,2978.1200,-0.0174,1.1942,20,30
2019-09-18,1094196.4450,0.0022,1.0942,0.9288,2985.6600,0.0025,1.1972,20,30
2019-09-19,1105470.4450,0.0103,1.1055,0.9296,2999.2800,0.0046,1.2026,20,30
2019-09-20,1105303.4450,-0.0002,1.1053,0.9295,3006.4500,0.0024,1.2055,20,30
2019-09-23,1100421.4450,-0.0044,1.1004,0.9292,2977.0800,-0.0098,1.1937,20,30
2019-09-24,1104570.4450,0.0038,1.1046,0.9295,2985.3400,0.0028,1.1971,20,30
2019-09-25,1092554.4450,-0.0109,1.0926,0.9287,2955.4300,-0.0100,1.1851,20,30
2019-09-26,1075245.5820,-0.0158,1.0752,0.9013,2929.0900,-0.0089,1.1745,20,30
2019-09-27,1084076.5820,0.0082,1.0841,0.9021,2932.1700,0.0011,1.1757,20,30
2019-09-30,1075548.5820,-0.0079,1.0755,0.9014,2905.1900,-0.0092,1.1649,20,30
2019-10-08,1090139.5820,0.0136,1.0901,0.9027,2913.5700,0.0029,1.1683,20,30
2019-10-09,1100819.5820,0.0098,1.1008,0.9036,2924.8600,0.0039,1.1728,20,30
2019-10-10,1110778.5820,0.0090,1.1108,0.9045,2947.7100,0.0078,1.1820,20,30
2019-10-11,1114997.5820,0.0038,1.1150,0.9049,2973.6600,0.0088,1.1924,20,30
2019-10-14,1126364.5820,0.0102,1.1264,0.9058,3007.8800,0.0115,1.2061,20,30
2019-10-15,1117380.5820,-0.0080,1.1174,0.9051,2991.0500,-0.0056,1.1993,20,30
2019-10-16,1112986.5820,-0.0039,1.1130,0.9047,2978.7100,-0.0041,1.1944,20,30
2019-10-17,1105933.5820,-0.0063,1.1059,0.9041,2977.3300,-0.0005,1.1938,20,30
2019-10-18,1090652.5820,-0.0138,1.0907,0.9027,2938.1400,-0.0132,1.1781,20,30
2019-10-21,1086947.5820,-0.0034,1.0869,0.9024,2939.6200,0.0005,1.1787,20,30
2019-10-22,1095102.5820,0.0075,1.0951,0.9031,2954.3800,0.0050,1.1846,20,30
2019-10-23,1085941.5820,-0.0084,1.0859,0.9023,2941.6200,-0.0043,1.1795,20,30
2019-10-24,1089399.5820,0.0032,1.0894,0.9026,2940.9200,-0.0002,1.1792,20,30
2019-10-25,1096624.5820,0.0066,1.0966,0.9033,2954.9300,0.0048,1.1849,20,30
2019-10-28,1111119.5820,0.0132,1.1111,0.9045,2980.0500,0.0085,1.1949,20,30
2019-10-29,1095999.5820,-0.0136,1.0960,0.9032,2954.1800,-0.0087,1.1846,20,30
2019-10-30,1084976.5820,-0.0101,1.0850,0.9022,2939.3200,-0.0050,1.1786,20,30
2019-10-31,1072617.3910,-0.0114,1.0726,0.9075,2929.0600,-0.0035,1.1745,20,30
2019-11-01,1085688.3910,0.0122,1.0857,0.9086,2958.2000,0.0099,1.1862,20,30
2019-11-04,1084113.3910,-0.0015,1.0841,0.9085,2975.4900,0.0058,1.1931,20,30
2019-11-05,1080791.3910,-0.0031,1.0808,0.9082,2991.5600,0.0054,1.1996,20,30
2019-11-06,1075287.3910,-0.0051,1.0753,0.9077,2978.6000,-0.0043,1.1944,20,30
2019-11-07,1080496.3910,0.0048,1.0805,0.9082,2978.7100,0.0000,1.1944,20,30
2019-11-08,1079971.3910,-0.0005,1.0800,0.9081,2964.1800,-0.0049,1.1886,20,30
2019-11-11,1049640.3910,-0.0281,1.0496,0.9055,2909.9700,-0.0183,1.1668,20,30
2019-11-12,1052877.3910,0.0031,1.0529,0.9058,2914.8200,0.0017,1.1688,20,30
2019-11-13,1050119.3910,-0.0026,1.0501,0.9055,2905.2400,-0.0033,1.1649,20,30
2019-11-14,1056064.3910,0.0057,1.0561,0.9061,2909.8700,0.0016,1.1668,20,30
2019-11-15,1044646.3910,-0.0108,1.0446,0.9050,2891.3400,-0.0064,1.1594,20,30
2019-11-18,1048445.3910,0.0036,1.0484,0.9054,2909.2000,0.0062,1.1665,20,30
2019-11-19,1065256.3910,0.0160,1.0653,0.9069,2933.9900,0.0085,1.1765,20,30
2019-11-20,1059295.3910,-0.0056,1.0593,0.9064,2911.0500,-0.0078,1.1673,20,30
2019-11-21,1059970.3910,0.0006,1.0600,0.9064,2903.6400,-0.0025,1.1643,20,30
2019-11-22,1056854.3910,-0.0029,1.0569,0.9061,2885.2900,-0.0063,1.1569,20,30
2019-11-25,1060597.3910,0.0035,1.0606,0.9065,2906.1700,0.0072,1.1653,20,30
2019-11-26,1054367.3910,-0.0059,1.0544,0.9059,2907.0600,0.0003,1.1657,20,30
2019-11-27,1053190.3910,-0.0011,1.0532,0.9058,2903.1900,-0.0013,1.1641,20,30
2019-11-28,1047399.7380,-0.0055,1.0474,0.9364,2889.6900,-0.0047,1.1587,20,30
2019-11-29,1057241.7380,0.0094,1.0572,0.9370,2871.9800,-0.0061,1.1516,20,30
2019-12-02,1059319.7380,0.0020,1.0593,0.9371,2875.8100,0.0013,1.1531,20,30
2019-12-03,1056540.7380,-0.0026,1.0565,0.9369,2884.7000,0.0031,1.1567,20,30
2019-12-04,1055620.7380,-0.0009,1.0556,0.9369,2878.1200,-0.0023,1.1541,20,30
2019-12-05,1063050.7380,0.0070,1.0631,0.9373,2899.4700,0.0074,1.1626,20,30
2019-12-06,1065783.7380,0.0026,1.0658,0.9375,2912.0100,0.0043,1.1677,20,30
2019-12-09,1068885.7380,0.0029,1.0689,0.9377,2914.4800,0.0008,1.1686,20,30
2019-12-10,1071407.7380,0.0024,1.0714,0.9378,2917.3200,0.0010,1.1698,20,30
2019-12-11,1067072.7380,-0.0040,1.0671,0.9376,2924.4200,0.0024,1.1726,20,30
2019-12-12,1063964.7380,-0.0029,1.0640,0.9374,2915.7000,-0.0030,1.1691,20,30
2019-12-13,1074001.7380,0.0094,1.0740,0.9380,2967.6800,0.0178,1.1900,20,30
2019-12-16,1085560.7380,0.0108,1.0856,0.9386,2984.3900,0.0056,1.1967,20,30
2019-12-17,1092542.7380,0.0064,1.0925,0.9390,3022.4200,0.0127,1.2119,20,30
2019-12-18,1102894.7380,0.0095,1.1029,0.9396,3017.0400,-0.0018,1.2098,20,30
2019-12-19,1118077.7380,0.0138,1.1181,0.9404,3017.0700,0.0000,1.2098,20,30
2019-12-20,1119219.7380,0.0010,1.1192,0.9405,3004.9400,-0.0040,1.2049,20,30
2019-12-23,1111867.7380,-0.0066,1.1119,0.9401,2962.7500,-0.0140,1.1880,20,30
2019-12-24,1128073.7380,0.0146,1.1281,0.9409,2982.6800,0.0067,1.1960,20,30
2019-12-25,1125661.7380,-0.0021,1.1257,0.9408,2981.8800,-0.0003,1.1957,20,30
2019-12-26,1130693.0110,0.0045,1.1307,0.9069,3007.3500,0.0085,1.2059,20,30
2019-12-27,1124076.0110,-0.0059,1.1241,0.9064,3005.0400,-0.0008,1.2050,20,30
2019-12-30,1125554.0110,0.0013,1.1256,0.9065,3040.0200,0.0116,1.2190,20,30
2019-12-31,1136188.0110,0.0094,1.1362,0.9074,3050.1200,0.0033,1.2230,20,30
